"Season","DayNum","TeamID","OTeamID","Score","OScore","Loc","NumOT","FGM","FGA","FGperc","eFGperc","TrueShot","PPP","FGM2","FGA2","FG2perc","FG2Freq","FGM3","FGA3","FG3perc","FG3Freq","FTM","FTA","FTperc","FTFreq","FTrate","OR","DR","Rebperc","OffRebperc","Ast","AstRatio","TO","AstTO","TOperc","Stl","STLperc","Blk","Blkperc","PF","PFperc","Pace","Poss","Off_rating","Def_rating","Net_rating","OFGM","OFGA","OFGperc","OeFGperc","OTrueShot","OPPP","OFGM2","OFGA2","OFG2perc","OFG2Freq","OFGM3","OFGA3","OFG3perc","OFG3Freq","OFTM","OFTA","OFTperc","OFTFreq","OFTrate","O_OR","ODR","ORebperc","O_OffRebperc","OAst","OAstRatio","OTO","OAstTO","OTOperc","OStl","OSTLperc","OBlk","OBlkperc","OPF","OPFperc","OPoss","O_Off_rating","ODef_rating","ONet_rating","OTop_seeded_teams","Winner","TeamName"
2019,123,1439,1274,84,70,"H",0,29,59,49.15,61.02,64.89,125.05,15,33,45.45,55.93,14,26,53.85,44.07,12,13,92.31,19.35,22.03,6,27,52.38,20,19,65.52,8,237.5,11.91,2,2.96,0,0,13,22.03,134.825,67.175,125.05,103.47,21.58,27,59,45.76,50.85,53.71,103.47,21,30,70,50.85,6,29,20.69,49.15,10,14,71.43,20.69,23.73,6,24,47.62,18.75,17,62.96,8,212.5,11.83,5,7.44,4,6.78,13,22.03,67.65,103.47,125.05,-21.58,0,1,"Virginia Tech"
2019,128,1439,1274,71,56,"N",0,27,54,50,60.19,62.19,119.68,16,27,59.26,50,11,27,40.74,50,6,7,85.71,11.8,12.96,8,28,54.55,29.63,17,62.96,10,170,16.86,4,6.6,3,5.36,15,26.79,119.975,59.325,119.68,92.33,27.35,19,56,33.93,41.07,45.05,92.33,11,27,40.74,48.21,8,29,27.59,51.79,10,14,71.43,23.08,25,10,20,45.45,27.03,10,52.63,8,125,13.19,3,5.06,0,0,10,18.52,60.65,92.33,119.68,-27.35,0,1,"Virginia Tech"
2019,129,1439,1199,63,65,"N",1,26,59,44.07,47.46,48.67,92.41,22,40,55,67.8,4,19,21.05,32.2,7,13,53.85,19.07,22.03,6,24,41.1,18.18,11,42.31,9,122.22,13.2,7,10.26,3,5.26,12,21.05,136.4,68.175,92.41,95.27,-2.86,22,57,38.6,49.12,52.55,95.27,10,26,38.46,45.61,12,31,38.71,54.39,9,11,81.82,16.12,19.3,11,32,58.9,31.43,14,63.64,17,82.35,24.92,5,7.33,3,5.08,17,28.81,68.225,95.27,92.41,2.86,1,0,"Virginia Tech"
2019,1,1211,1226,120,79,"H",0,41,70,58.57,64.29,69.54,148.93,33,46,71.74,65.71,8,24,33.33,34.29,30,37,81.08,45.92,52.86,14,28,58.33,48.28,29,70.73,7,414.29,8.69,9,11.37,4,5.71,14,20,159.75,80.575,148.93,99.78,49.15,32,70,45.71,50,52.17,99.78,26,52,50,74.29,6,18,33.33,25.71,9,13,69.23,16.42,18.57,12,18,41.67,31.58,16,50,15,106.67,18.95,5,6.21,2,2.86,25,35.71,79.175,99.78,148.93,-49.15,0,1,"Gonzaga"
2019,5,1211,1411,104,67,"H",0,37,71,52.11,57.75,63.41,128.59,29,46,63.04,64.79,8,25,32,35.21,22,25,88,30.91,35.21,14,38,62.65,41.18,18,48.65,12,150,14.84,7,8.38,7,10,18,25.71,164.425,80.875,128.59,80.19,48.4,24,70,34.29,39.29,42.99,80.19,17,44,38.64,62.86,7,26,26.92,37.14,12,18,66.67,21.54,25.71,10,21,37.35,21.74,12,50,15,80,17.95,6,7.42,3,4.23,22,30.99,83.55,80.19,128.59,-48.4,0,1,"Gonzaga"
2019,10,1211,1401,94,71,"H",0,32,65,49.23,54.62,59.43,118.69,25,44,56.82,67.69,7,21,33.33,32.31,23,32,71.88,40.4,49.23,12,29,51.25,36.36,16,50,11,145.45,13.89,8,10.66,10,15.38,20,30.77,154.225,79.2,118.69,94.64,24.05,27,65,41.54,45.38,48.39,94.64,22,47,46.81,72.31,5,18,27.78,27.69,12,19,63.16,25.32,29.23,13,26,48.75,34.21,9,33.33,14,64.29,18.66,6,7.58,4,6.15,22,33.85,75.025,94.64,118.69,-24.05,0,1,"Gonzaga"
2019,14,1211,1228,84,78,"N",0,27,51,52.94,59.8,63.25,106.84,20,32,62.5,62.75,7,19,36.84,37.25,23,35,65.71,44.52,68.63,11,33,55.7,45.83,16,59.26,22,72.73,27.98,5,6.41,5,7.14,22,31.43,156.65,78.625,106.84,99.97,6.87,27,70,38.57,45.71,49.77,99.97,17,39,43.59,55.71,10,31,32.26,44.29,14,19,73.68,24.35,27.14,14,21,44.3,32.56,10,37.04,13,76.92,16.66,9,11.45,1,1.96,27,52.94,78.025,99.97,106.84,-6.87,0,1,"Gonzaga"
2019,15,1211,1112,91,74,"N",0,34,64,53.12,60.16,62.12,118.22,25,35,71.43,54.69,9,29,31.03,45.31,14,21,66.67,27.28,32.81,9,27,53.73,30,22,64.71,12,183.33,15.59,8,10.49,4,7.84,22,43.14,153.225,76.975,118.22,97.05,21.17,21,51,41.18,48.04,57.63,97.05,14,28,50,54.9,7,23,30.43,45.1,25,30,83.33,39.34,58.82,5,26,46.27,16.67,3,14.29,16,18.75,20.98,5,6.5,0,0,19,29.69,76.25,97.05,118.22,-21.17,0,1,"Gonzaga"
2019,16,1211,1181,89,87,"N",0,34,65,52.31,60,60.66,123.57,24,46,52.17,70.77,10,19,52.63,29.23,11,19,57.89,26.38,29.23,13,23,45,41.94,16,47.06,11,145.45,15.27,5,6.91,10,13.89,20,27.78,144.375,72.025,123.57,120.25,3.31999999999999,31,72,43.06,46.53,52.13,120.25,26,59,44.07,81.94,5,13,38.46,18.06,20,26,76.92,35.94,36.11,22,22,55,53.66,9,29.03,10,90,13.82,5,6.94,6,9.23,18,27.69,72.35,120.25,123.57,-3.31999999999999,1,1,"Gonzaga"
2019,21,1211,1295,102,60,"H",0,37,58,63.79,76.72,76.85,145.66,22,30,73.33,51.72,15,28,53.57,48.28,13,19,68.42,27.13,32.76,5,33,55.88,23.81,25,67.57,8,312.5,11.42,8,10.95,5,7.69,13,20,143.1,70.025,145.66,82.11,63.55,23,65,35.38,38.46,41.39,82.11,19,38,50,58.46,4,27,14.81,41.54,10,17,58.82,23.26,26.15,12,18,44.12,28.57,2,8.7,12,16.67,16.42,5,7.14,2,3.45,14,24.14,73.075,82.11,145.66,-63.55,1,1,"Gonzaga"
2019,26,1211,1166,103,92,"A",0,35,67,52.24,60.45,65.29,135.84,24,38,63.16,56.72,11,29,37.93,43.28,22,27,81.48,35.61,40.3,12,29,55.41,37.5,18,51.43,8,225,10.55,7,9.24,3,4.05,13,17.57,151.575,75.825,135.84,121.45,14.39,36,74,48.65,58.11,58.67,121.45,22,40,55,54.05,14,34,41.18,45.95,6,10,60,13.2,13.51,11,22,44.59,28.95,15,41.67,8,187.5,10.56,2,2.64,2,2.99,20,29.85,75.75,121.45,135.84,-14.39,0,1,"Gonzaga"
2019,30,1211,1449,81,79,"H",0,27,63,42.86,49.21,56.75,120.85,19,43,44.19,68.25,8,20,40,31.75,19,19,100,28.35,30.16,14,24,55.88,38.89,21,77.78,9,233.33,13.43,4,5.96,1,1.69,16,27.12,134.15,67.025,120.85,117.69,3.16,28,59,47.46,55.08,60.21,117.69,19,32,59.38,54.24,9,27,33.33,45.76,14,15,93.33,22.35,25.42,8,22,44.12,25.81,15,53.57,9,166.67,13.41,5,7.46,3,4.76,20,31.75,67.125,117.69,120.85,-3.16,1,1,"Gonzaga"
2019,34,1211,1397,73,76,"N",0,27,59,45.76,51.69,54.19,107.31,20,41,48.78,69.49,7,18,38.89,30.51,12,19,63.16,27.93,32.2,11,30,51.25,34.38,14,51.85,11,127.27,16.17,4,5.9,2,2.78,17,23.61,135.775,68.025,107.31,112.18,-4.87,29,72,40.28,48.61,49.74,112.18,17,43,39.53,59.72,12,29,41.38,40.28,6,10,60,14.76,13.89,16,23,48.75,37.21,22,75.86,7,314.29,10.33,2,2.94,4,6.78,16,27.12,67.75,112.18,107.31,4.87,1,0,"Gonzaga"
2019,40,1211,1314,90,103,"A",0,32,63,50.79,57.14,61.54,108.53,24,41,58.54,65.08,8,22,36.36,34.92,18,23,78.26,27.74,36.51,5,16,33.33,16.13,17,53.12,14,121.43,16.88,13,15.32,4,6.25,20,31.25,167.8,82.925,108.53,121.35,-12.82,35,64,54.69,64.84,68.67,121.35,22,39,56.41,60.94,13,25,52,39.06,20,25,80,29.46,39.06,14,28,66.67,48.28,18,51.43,23,78.26,27.1,6,7.24,2,3.17,18,28.57,84.875,121.35,108.53,12.82,1,0,"Gonzaga"
2019,43,1211,1426,89,55,"H",0,31,59,52.54,57.63,63.57,115.77,25,35,71.43,59.32,6,24,25,40.68,21,25,84,32.52,42.37,9,44,63.1,32.14,20,64.52,15,133.33,19.51,8,10.36,8,11.27,17,23.94,154.1,76.875,115.77,71.22,44.55,19,71,26.76,32.39,36.26,71.22,11,37,29.73,52.11,8,34,23.53,47.89,9,11,81.82,14.24,15.49,10,21,36.9,19.23,11,57.89,11,100,14.24,10,13.01,0,0,21,35.59,77.225,71.22,115.77,-44.55,0,1,"Gonzaga"
2019,46,1211,1176,101,40,"H",0,39,57,68.42,77.19,78.86,137.23,29,34,85.29,59.65,10,23,43.48,40.35,13,16,81.25,21.74,28.07,4,38,59.15,22.22,25,64.1,13,192.31,17.66,6,8.36,5,7.69,15,23.08,145.35,73.6,137.23,55.75,81.48,16,65,24.62,26.15,28.82,55.75,14,47,29.79,72.31,2,18,11.11,27.69,6,10,60,13.94,15.38,13,16,40.85,26.53,8,50,15,53.33,20.91,4,5.43,0,0,15,26.32,71.75,55.75,137.23,-81.48,0,1,"Gonzaga"
2019,53,1211,1466,96,51,"H",0,34,63,53.97,61.11,65.25,127.32,25,39,64.1,61.9,9,24,37.5,38.1,19,24,79.17,31.83,38.1,10,33,57.33,34.48,16,47.06,11,145.45,14.59,15,19.87,7,12.73,14,25.45,150.9,75.4,127.32,67.55,59.77,18,55,32.73,36.36,39.97,67.55,14,36,38.89,65.45,4,19,21.05,34.55,11,20,55,26.49,36.36,9,23,42.67,24.32,6,33.33,20,30,26.49,4,5.31,2,3.17,19,30.16,75.5,67.55,127.32,-59.77,0,1,"Gonzaga"
2019,56,1211,1167,89,54,"H",0,30,58,51.72,60.34,63.28,126.6,20,32,62.5,55.17,10,26,38.46,44.83,19,28,67.86,39.83,48.28,12,24,48.65,42.86,16,53.33,11,145.45,15.65,8,11.47,5,8.33,17,28.33,140.05,70.3,126.6,77.42,49.18,22,60,36.67,39.17,41.93,77.42,19,41,46.34,68.33,3,19,15.79,31.67,7,10,70,14.34,16.67,15,23,51.35,39.47,4,18.18,20,20,28.67,6,8.53,2,3.45,23,39.66,69.75,77.42,126.6,-49.18,0,1,"Gonzaga"
2019,61,1211,1365,91,48,"H",0,32,62,51.61,55.65,60.15,120.17,27,43,62.79,69.35,5,19,26.32,30.65,22,31,70.97,40.94,50,9,30,51.32,30,17,53.12,8,212.5,10.56,14,19.06,9,17.65,23,45.1,149.175,75.725,120.17,65.35,54.82,17,51,33.33,37.25,39.55,65.35,13,34,38.24,66.67,4,17,23.53,33.33,10,22,45.45,29.95,43.14,11,26,48.68,32.35,7,41.18,23,30.43,31.31,1,1.32,1,1.61,23,37.1,73.45,65.35,120.17,-54.82,0,1,"Gonzaga"
2019,66,1211,1334,67,36,"H",0,23,53,43.4,49.06,54.6,98.49,17,29,58.62,54.72,6,24,25,45.28,15,19,78.95,27.93,35.85,5,29,50,16.67,12,52.17,11,109.09,16.17,8,12.09,6,13.33,15,33.33,134.2,68.025,98.49,54.4,44.09,12,45,26.67,31.11,35.49,54.4,8,30,26.67,66.67,4,15,26.67,33.33,8,13,61.54,19.64,28.89,7,27,50,21.21,7,58.33,22,31.82,33.25,4,5.88,1,1.89,22,41.51,66.175,54.4,98.49,-44.09,0,1,"Gonzaga"
2019,68,1211,1362,96,83,"A",0,36,69,52.17,58.7,61.35,139.18,27,49,55.1,71.01,9,20,45,28.99,15,21,71.43,30.45,30.43,14,28,52.5,42.42,14,38.89,4,350,5.8,1,1.41,9,13.04,17,24.64,139.85,68.975,139.18,117.11,22.07,28,69,40.58,46.38,51.88,117.11,20,44,45.45,63.77,8,25,32,36.23,19,25,76,35.27,36.23,15,23,47.5,36.59,9,32.14,5,180,7.05,1,1.45,2,2.9,21,30.43,70.875,117.11,139.18,-22.07,0,1,"Gonzaga"
2019,73,1211,1258,73,55,"H",0,28,55,50.91,57.27,59.68,111.2,21,32,65.62,58.18,7,23,30.43,41.82,10,14,71.43,21.33,25.45,12,23,53.03,44.44,16,57.14,16,100,24.37,8,12.27,5,9.09,12,21.82,130.875,65.65,111.2,84.32,26.88,21,55,38.18,42.73,45.96,84.32,16,46,34.78,83.64,5,9,55.56,16.36,8,11,72.73,16.86,20,12,19,46.97,35.29,9,42.86,17,52.94,26.06,9,13.71,2,3.64,15,27.27,65.225,84.32,111.2,-26.88,0,1,"Gonzaga"
2019,75,1211,1339,89,66,"A",0,33,66,50,58.33,61.29,134.59,22,35,62.86,53.03,11,31,35.48,46.97,12,15,80,22.68,22.73,15,26,65.08,45.45,26,78.79,8,325,12.1,5,7.52,4,8.7,19,41.3,132.575,66.125,134.59,99.32,35.27,22,46,47.83,55.43,59.27,99.32,15,23,65.22,50,7,23,30.43,50,15,22,68.18,33.11,47.83,2,20,34.92,8.33,13,59.09,12,108.33,18.06,2,3.02,0,0,20,30.3,66.45,99.32,134.59,-35.27,0,1,"Gonzaga"
2019,80,1211,1365,98,39,"A",0,36,70,51.43,58.57,62.53,146.21,26,43,60.47,61.43,10,27,37.04,38.57,16,19,84.21,28.35,27.14,14,30,61.97,41.18,21,58.33,2,1050,2.98,9,13.21,4,8.33,12,25,135.15,67.025,146.21,57.25,88.96,13,48,27.08,30.21,35.71,57.25,10,30,33.33,62.5,3,18,16.67,37.5,10,15,66.67,22.02,31.25,5,22,38.03,14.29,5,38.46,18,27.78,26.42,1,1.49,3,4.29,16,22.86,68.125,57.25,146.21,-88.96,0,1,"Gonzaga"
2019,87,1211,1140,93,63,"A",0,37,63,58.73,66.67,67.24,133.52,27,43,62.79,68.25,10,20,50,31.75,9,14,64.29,20.1,22.22,9,32,56.94,34.62,21,56.76,9,233.33,12.92,5,7.17,4,6.15,12,18.46,139.35,69.65,133.52,90.39,43.13,24,65,36.92,41.54,44.82,90.39,18,44,40.91,67.69,6,21,28.57,32.31,9,12,75,17.22,18.46,9,22,43.06,21.95,11,45.83,8,137.5,11.48,6,8.61,1,1.59,15,23.81,69.7,90.39,133.52,-43.13,0,1,"Gonzaga"
2019,89,1211,1360,85,69,"H",0,29,54,53.7,59.26,64.08,120.91,23,40,57.5,74.07,6,14,42.86,25.93,21,28,75,39.83,51.85,7,24,51.67,28,15,51.72,10,150,14.22,9,13.12,5,9.62,17,32.69,138.9,70.3,120.91,100.58,20.33,24,52,46.15,55.77,58.43,100.58,14,29,48.28,55.77,10,23,43.48,44.23,11,16,68.75,23.32,30.77,8,21,48.33,28.57,11,45.83,17,64.71,24.78,6,8.53,1,1.85,21,38.89,68.6,100.58,120.91,-20.33,0,1,"Gonzaga"
2019,94,1211,1362,92,62,"H",0,32,64,50,54.69,60.62,122.95,26,49,53.06,76.56,6,15,40,23.44,22,27,81.48,36.08,42.19,12,34,57.5,37.5,16,50,10,160,13.36,8,10.85,10,14.93,14,20.9,148.525,74.825,122.95,84.12,38.83,26,67,38.81,42.54,42.89,84.12,21,51,41.18,76.12,5,16,31.25,23.88,5,12,41.67,16.28,17.91,11,23,42.5,26.83,9,34.62,12,75,16.28,8,10.69,2,3.12,19,29.69,73.7,84.12,122.95,-38.83,0,1,"Gonzaga"
2019,96,1211,1388,94,46,"H",0,35,60,58.33,65,68.31,143.51,27,42,64.29,70,8,18,44.44,30,16,20,80,30.53,33.33,10,32,57.53,40,22,62.86,6,366.67,9.16,9,13.84,6,10.34,16,27.59,130.525,65.5,143.51,70.74,72.77,15,58,25.86,26.72,34.66,70.74,14,45,31.11,77.59,1,13,7.69,22.41,15,19,78.95,29.22,32.76,13,18,42.47,30.23,1,6.67,11,9.09,16.92,3,4.58,2,3.33,14,23.33,65.025,70.74,143.51,-72.77,1,1,"Gonzaga"
2019,101,1211,1258,73,60,"A",0,23,50,46,52,61.16,113.27,17,31,54.84,62,6,19,31.58,38,21,22,95.45,34.13,44,6,29,49.3,22.22,17,73.91,10,170,15.52,2,3.14,6,9.09,15,22.73,128.05,64.45,113.27,94.34,18.93,25,66,37.88,38.64,41.07,94.34,24,52,46.15,78.79,1,14,7.14,21.21,9,16,56.25,25.16,24.24,15,21,50.7,36.59,14,56,5,280,7.86,5,7.76,3,6,19,38,63.6,94.34,113.27,-18.93,0,1,"Gonzaga"
2019,103,1211,1360,79,67,"A",0,32,55,58.18,60.91,64.58,120.34,29,41,70.73,74.55,3,14,21.43,25.45,12,14,85.71,21.33,25.45,6,29,57.38,26.09,13,40.62,10,130,15.23,5,7.56,2,3.45,18,31.03,131.775,65.65,120.34,101.32,19.02,23,58,39.66,47.41,51.86,101.32,14,32,43.75,55.17,9,26,34.62,44.83,12,15,80,22.68,25.86,8,18,42.62,22.86,14,60.87,9,155.56,13.61,6,9.14,5,9.09,16,29.09,66.125,101.32,120.34,-19.02,0,1,"Gonzaga"
2019,108,1211,1337,92,64,"H",0,37,59,62.71,69.49,70.6,130.22,29,38,76.32,64.41,8,21,38.1,35.59,10,14,71.43,19.82,23.73,9,29,56.72,40.91,22,59.46,14,157.14,19.82,8,11.46,8,11.76,15,22.06,140.45,70.65,130.22,91.69,38.53,26,68,38.24,43.38,44.74,91.69,19,45,42.22,66.18,7,23,30.43,33.82,5,8,62.5,11.46,11.76,15,14,43.28,35.71,15,57.69,13,115.38,18.62,8,11.32,1,1.69,14,23.73,69.8,91.69,130.22,-38.53,0,1,"Gonzaga"
2019,110,1211,1140,102,68,"H",0,36,66,54.55,61.36,65.49,131.06,27,46,58.7,69.7,9,20,45,30.3,21,27,77.78,34.69,40.91,7,33,56.34,23.33,18,50,6,300,7.71,10,12.96,4,6.45,14,22.58,155,77.825,131.06,88.11,42.95,26,62,41.94,48.39,50.21,88.11,18,41,43.9,66.13,8,21,38.1,33.87,8,13,61.54,16.84,20.97,6,25,43.66,16.67,13,50,15,86.67,19.44,3,3.85,3,4.55,22,33.33,77.175,88.11,131.06,-42.95,0,1,"Gonzaga"
2019,115,1211,1334,86,66,"A",0,33,55,60,64.55,68.34,129.23,28,41,68.29,74.55,5,14,35.71,25.45,15,18,83.33,27.05,32.73,5,29,54.84,22.73,19,57.58,8,237.5,12.02,8,11.47,6,9.68,12,19.35,136.3,66.55,129.23,94.62,34.61,23,62,37.1,46.77,49.7,94.62,11,38,28.95,61.29,12,24,50,38.71,8,10,80,14.34,16.13,9,19,45.16,23.08,9,39.13,12,75,17.2,6,9.02,0,0,16,29.09,69.75,94.62,129.23,-34.61,0,1,"Gonzaga"
2019,117,1211,1388,69,55,"A",0,28,53,52.83,54.72,59.2,110.05,26,39,66.67,73.58,2,14,14.29,26.42,11,12,91.67,19.14,22.64,6,24,50,24,11,39.29,10,110,15.95,9,14.44,6,10.53,14,24.56,125.025,62.7,110.05,88.25,21.8,23,57,40.35,44.74,45.77,88.25,18,42,42.86,73.68,5,15,33.33,26.32,4,7,57.14,11.23,12.28,11,19,50,32.35,4,17.39,13,30.77,20.86,6,9.57,1,1.89,16,30.19,62.325,88.25,110.05,-21.8,1,1,"Gonzaga"
2019,126,1211,1337,100,74,"N",0,37,62,59.68,68.55,69.75,130.8,26,39,66.67,62.9,11,23,47.83,37.1,15,22,68.18,28.78,35.48,9,28,56.92,36,26,70.27,13,200,17,11,14.42,5,7.69,13,20,152.725,76.45,130.8,97.02,33.78,29,65,44.62,51.54,53.65,97.02,20,41,48.78,63.08,9,24,37.5,36.92,7,9,77.78,11.8,13.85,9,19,43.08,25,9,31.03,16,56.25,20.98,8,10.46,2,3.23,17,27.42,76.275,97.02,130.8,-33.78,0,1,"Gonzaga"
2019,127,1211,1388,47,60,"N",0,18,48,37.5,39.58,44.11,77.43,16,31,51.61,64.58,2,17,11.76,35.42,9,12,75,19.77,25,5,22,44.26,16.67,6,33.33,12,50,19.77,5,8.3,2,3.92,14,27.45,120.925,60.7,77.43,99.63,-22.2,23,51,45.1,49.02,53.72,99.63,19,37,51.35,72.55,4,14,28.57,27.45,10,11,90.91,18.26,21.57,7,27,55.74,25,4,17.39,11,36.36,18.26,7,11.53,1,2.08,12,25,60.225,99.63,77.43,22.2,1,0,"Gonzaga"
2019,1,1276,1313,63,44,"H",0,22,60,36.67,41.67,43.29,91.6,16,34,47.06,56.67,6,26,23.08,43.33,13,29,44.83,42.17,48.33,17,35,56.52,44.74,16,72.73,12,133.33,17.45,3,4.33,8,13.56,18,30.51,138,68.775,91.6,63.56,28.04,18,59,30.51,33.05,34.46,63.56,15,47,31.91,79.66,3,12,25,20.34,5,11,45.45,15.89,18.64,8,32,43.48,19.51,8,44.44,13,61.54,18.78,1,1.45,3,5,22,36.67,69.225,63.56,91.6,-28.04,0,1,"Michigan"
2019,5,1276,1221,56,37,"H",0,18,50,36,39,47.27,90.36,15,31,48.39,62,3,19,15.79,38,17,21,80.95,33.88,42,7,32,55.71,21.88,13,72.22,9,144.44,14.52,6,9.46,9,17.31,8,15.38,125.4,61.975,90.36,58.34,32.02,16,52,30.77,34.62,34.7,58.34,12,38,31.58,73.08,4,14,28.57,26.92,1,3,33.33,4.73,5.77,6,25,44.29,16.67,10,62.5,16,62.5,25.23,1,1.61,1,2,17,34,63.425,58.34,90.36,-32.02,0,1,"Michigan"
2019,9,1276,1437,73,46,"A",0,28,55,50.91,55.45,57.61,115.83,23,38,60.53,69.09,5,17,29.41,30.91,12,19,63.16,30.15,34.55,9,24,50,33.33,13,46.43,8,162.5,12.69,11,16.93,6,13.64,20,45.45,128,63.025,115.83,70.8,45.03,14,44,31.82,35.23,43.2,70.8,11,29,37.93,65.91,3,15,20,34.09,15,21,71.43,32.32,47.73,10,23,50,33.33,7,50,21,33.33,32.32,1,1.59,3,5.45,20,36.36,64.975,70.8,115.83,-45.03,1,1,"Michigan"
2019,12,1276,1203,84,61,"N",0,31,62,50,62.1,62.84,121.34,16,32,50,51.61,15,30,50,48.39,7,11,63.64,15.89,17.74,8,31,54.93,25.81,20,64.52,10,200,14.45,6,8.59,2,3.12,12,18.75,139.075,69.225,121.34,87.33,34.01,25,64,39.06,43.75,45.77,87.33,19,48,39.58,75,6,16,37.5,25,5,6,83.33,8.59,9.38,8,24,45.07,20.51,10,40,11,90.91,15.75,3,4.33,1,1.61,14,22.58,69.85,87.33,121.34,-34.01,0,1,"Michigan"
2019,13,1276,1344,66,47,"N",0,23,52,44.23,50,54.28,107.32,17,34,50,65.38,6,18,33.33,34.62,14,20,70,32.52,38.46,11,28,53.42,37.93,15,65.22,11,136.36,17.89,3,4.58,3,5.26,18,31.58,127,61.5,107.32,71.76,35.56,16,57,28.07,29.82,35.71,71.76,14,39,35.9,68.42,2,18,11.11,31.58,13,20,65,30.53,35.09,13,21,46.58,31.71,6,37.5,12,50,18.32,4,6.5,6,11.54,19,36.54,65.5,71.76,107.32,-35.56,0,1,"Michigan"
2019,18,1276,1151,83,55,"H",0,29,59,49.15,55.93,59.66,128.88,21,37,56.76,62.71,8,22,36.36,37.29,17,24,70.83,37.27,40.68,11,33,58.67,36.67,13,44.83,5,260,7.76,10,14.51,2,3.28,5,8.2,133.3,64.4,128.88,79.83,49.05,22,61,36.07,43.44,43.82,79.83,13,39,33.33,63.93,9,22,40.91,36.07,2,4,50,5.81,6.56,7,24,41.33,17.95,13,59.09,13,100,18.87,2,3.11,2,3.39,17,28.81,68.9,79.83,128.88,-49.05,0,1,"Michigan"
2019,23,1276,1314,84,67,"H",0,31,54,57.41,67.59,65.5,120.13,20,32,62.5,59.26,11,22,50,40.74,11,23,47.83,32.89,42.59,2,29,41.89,8.7,15,48.39,7,214.29,10.01,4,5.78,6,9.09,14,21.21,139.1,69.925,120.13,96.86,23.27,26,66,39.39,44.7,46.71,96.86,19,45,42.22,68.18,7,21,33.33,31.82,8,13,61.54,18.79,19.7,13,30,58.11,32.5,13,50,10,130,14.46,2,2.86,1,1.85,21,38.89,69.175,96.86,120.13,-23.27,1,1,"Michigan"
2019,26,1276,1345,76,57,"H",0,26,55,47.27,59.09,62.58,120.3,13,29,44.83,52.73,13,26,50,47.27,11,13,84.62,20.58,23.64,9,27,52.17,31.03,15,57.69,11,136.36,17.41,3,4.93,2,3.23,9,14.52,124.025,63.175,120.3,93.67,26.63,22,62,35.48,42.74,44.09,93.67,13,38,34.21,61.29,9,24,37.5,38.71,4,6,66.67,9.86,9.68,13,20,47.83,32.5,12,54.55,9,133.33,14.79,4,6.33,3,5.45,12,21.82,60.85,93.67,120.3,-26.63,1,1,"Michigan"
2019,29,1276,1321,62,60,"A",0,24,55,43.64,48.18,51.05,101.35,19,35,54.29,63.64,5,20,25,36.36,9,13,69.23,21.25,23.64,9,24,55.93,29.03,12,50,9,133.33,14.71,6,9.81,1,1.96,15,29.41,122.35,61.175,101.35,98.08,3.27,23,51,45.1,50.98,52.89,98.08,17,34,50,66.67,6,17,35.29,33.33,8,13,61.54,21.25,25.49,5,21,44.07,17.86,12,52.17,9,133.33,14.71,3,4.9,6,10.91,12,21.82,61.175,98.08,101.35,-3.27,0,1,"Michigan"
2019,33,1276,1376,89,78,"H",0,28,54,51.85,61.11,66.22,124.91,18,30,60,55.56,10,24,41.67,44.44,23,30,76.67,42.11,55.56,13,24,60.66,50,13,46.43,16,81.25,22.46,5,6.98,4,6.45,14,22.58,142.9,71.25,124.91,108.86,16.05,32,62,51.61,55.65,57.22,108.86,27,51,52.94,82.26,5,11,45.45,17.74,9,14,64.29,19.54,22.58,7,17,39.34,23.33,14,43.75,10,140,13.96,8,11.23,3,5.56,21,38.89,71.65,108.86,124.91,-16.05,0,1,"Michigan"
2019,40,1276,1444,70,62,"H",0,24,54,44.44,50.93,53.85,106.26,17,36,47.22,66.67,7,18,38.89,33.33,15,25,60,37.95,46.3,8,24,50,26.67,8,33.33,8,100,12.14,10,14.81,2,4.35,14,30.43,133.375,65.875,106.26,91.85,14.41,21,46,45.65,52.17,56.57,91.85,15,27,55.56,58.7,6,19,31.58,41.3,14,20,70,29.63,43.48,4,28,50,16,4,19.05,16,25,23.7,4,6.07,1,1.85,20,37.04,67.5,91.85,106.26,-14.41,0,1,"Michigan"
2019,47,1276,1102,71,50,"H",0,28,60,46.67,55,56.28,113.92,18,28,64.29,46.67,10,32,31.25,53.33,5,7,71.43,11.23,11.67,12,20,54.24,37.5,15,53.57,11,136.36,17.65,9,13.91,5,11.11,14,31.11,127.025,62.325,113.92,77.28,36.64,21,45,46.67,48.89,49.72,77.28,19,34,55.88,75.56,2,11,18.18,24.44,6,12,50,18.55,26.67,6,21,45.76,25,8,38.1,20,40,30.91,4,6.42,1,1.67,15,25,64.7,77.28,113.92,-36.64,0,1,"Michigan"
2019,55,1276,1127,74,52,"H",0,30,63,47.62,56.35,56.37,117.74,19,45,42.22,71.43,11,18,61.11,28.57,3,6,50,9.55,9.52,11,26,54.41,33.33,23,76.67,8,287.5,12.73,8,12.47,4,8,12,24,127.025,62.85,117.74,81.03,36.71,20,50,40,44,46.66,81.03,16,38,42.11,76,4,12,33.33,24,8,13,61.54,20.26,26,6,25,45.59,20,9,45,14,64.29,21.82,2,3.18,2,3.17,7,11.11,64.175,81.03,117.74,-36.71,0,1,"Michigan"
